author,mbti,introverted,intuitive,thinking,perceiving,gender,age,enneagram,country,state,type,agreeableness,openness,conscientiousness,extraversion,neuroticism,is_description,is_percentile,is_score,contains_details,num_comments,en_comments,en_comments_percentage,region,continent,country_code,enneagram_type,enneagram_wing,is_native_english_country,predicted_test,test_name,test_scale,16pers_ta,test_result_type,is_female,is_female_pred,is_female_proba
umlilo,,,,,,,,,,,percentiles,1.0,99.0,93.0,53.0,3.0,,1,,1.0,1057,1032,97.63481552,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.12820444835426234
un_passant,,,,,,,,,,,percentiles,70.0,85.0,75.0,35.0,3.0,,,1.0,0.0,1015,1004,98.91625616,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.07639291179092526
unkinhead,,,,,,,,,,,percentiles,65.0,86.0,0.0,0.0,4.0,,1,,,1394,1361,97.63271162,,,,,,,1.0,personality assessor,percentiles,,percentiles,,0,0.009886882856749228
uselessinfobot,,,,,,f,28.0,,,,percentiles,32.0,98.0,6.0,77.0,59.0,,1,,1.0,882,874,99.09297052,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.9607953923298408
vanslammer,,,,,,,,,,,percentiles,49.0,83.0,14.0,44.0,47.0,,,1.0,1.0,52,46,88.46153846,,,,,,,0.0,ipip120,percentiles,,percentiles,,1,0.6244155299192132
vcxnuedc8j,,,,,,m,25.0,,,,percentiles,2.0,38.0,87.0,28.0,1.0,,1,,1.0,6693,6648,99.32765576,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.028287676473839164
vilisbon,infp,1.0,1.0,0.0,1.0,,20.0,,,,percentiles,44.0,88.0,8.0,2.0,94.0,,,1.0,0.0,368,354,96.19565217,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.9822682792553086
virgule,,,,,,,,,,,percentiles,15.0,64.0,1.0,53.0,59.0,,1,,1.0,5673,5310,93.60126917,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.006110883101233007
visarga,intp,1.0,1.0,1.0,1.0,,,,romania,,percentiles,57.0,90.0,21.0,15.0,43.0,,,1.0,1.0,15626,14515,92.89005504,,europe,ro,,,0.0,0.0,ipip300,percentiles,,percentiles,,0,0.007007049232291422
vitrael2,,,,,,m,26.0,,us,,percentiles,26.0,98.0,75.0,93.0,29.0,,1,,1.0,5737,5401,94.14328046,,north america,us,,,1.0,0.0,understand myself,percentiles,,percentiles,0.0,0,0.02762225946450277
vladmir-poopin,,,,,,,24.0,,,,description,5.0,95.0,5.0,95.0,30.0,1.0,,,,1007,973,96.62363456,,,,,,,0.0,understand myself,percentiles,,description,,0,0.10985702773126872
voidmechanic,,,,,,m,25.0,,,,percentiles,13.0,85.0,2.0,94.0,86.0,,1,,1.0,227,222,97.79735683,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.4110057938125529
vyvyan86,,,,,,f,32.0,,,,percentiles,54.0,84.0,74.0,21.0,37.0,,1,,,1648,1589,96.41990291,,,,,,,0.0,personality assessor,percentiles,,percentiles,1.0,1,0.9495410080746094
waffleinsomniac,,,,,,,,,,,percentiles,10.0,60.0,50.0,10.0,50.0,,,1.0,0.0,79,79,100.0,,,,,,,0.0,123test,percentiles,,percentiles,,0,0.16320469326657513
warusak,,,,,,,,,,,percentiles,77.0,98.0,21.0,97.0,50.0,,1,,,12,12,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3447303289583899
wickedwick,intj,1.0,1.0,1.0,0.0,,,,,,percentiles,22.0,90.0,89.0,18.0,76.0,,,1.0,0.0,281,271,96.44128114,,,,,,,0.0,outofservice,percentiles,,percentiles,,1,0.7602173739951329
wizardkoer,,,,,,,18.0,,australia,,percentiles,1.0,80.0,1.0,10.0,43.0,,1,,,1529,1424,93.13276651,,oceania,au,,,1.0,0.0,personality assessor,percentiles,,percentiles,,0,0.010099445992902491
wolfmanlt,,,,,,,,,,,scores,45.0,95.0,17.0,78.0,81.0,,,1.0,0.0,808,744,92.07920792,,,,,,,1.0,qualtrics,percentiles,,percentiles,,1,0.7550078200058096
wootyhoot,,,,,,m,38.0,,,,percentiles,32.0,20.0,69.0,9.0,26.0,,,1.0,1.0,171,163,95.32163743,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.037296601618110936
wrightlyrong,,,,,,,25.0,,,,percentiles,46.0,22.0,11.0,45.0,98.0,,,1.0,1.0,93,81,87.09677419,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4789275992495402
wtmh,,,,,,m,32.0,,,,percentiles,3.0,84.0,69.0,3.0,37.0,,1,,,13868,13309,95.96913758,,,,,,,0.0,outofservice,percentiles,,percentiles,0.0,0,0.06250811875926003
xLev_,,,,,,,,,,,percentiles,11.0,16.0,38.0,42.0,43.0,,1,,,602,536,89.03654485,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.14700503057941686
xaira82,,,,,,f,35.0,,,,percentiles,61.0,61.0,13.0,80.0,96.0,,,1.0,1.0,750,726,96.8,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.9201828820749964
xeroctr3,,,,,,m,23.0,,,,percentiles,3.0,75.0,27.0,3.0,77.0,,1,,,1982,1738,87.68920283,,,,,,,0.0,personality assessor,percentiles,,percentiles,0.0,0,0.3797531642716169
xiansantos,,,,,,,,,,,description,50.0,85.0,85.0,50.0,50.0,1.0,,,,2863,2509,87.63534754,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.006392081416520921
xplosiveoctopus,,,,,,m,29.0,,,,percentiles,0.0,34.0,0.0,91.0,99.0,,1,,1.0,74,71,95.94594595,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.43787911342194347
y_mr_y,,,,,,m,32.0,,,,percentiles,0.0,87.0,98.0,20.0,3.0,,1,,1.0,5,5,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.4766137770964196
yeerks,intj,1.0,1.0,1.0,0.0,m,24.0,,,,scores,62.0,81.0,73.0,56.0,65.0,,,1.0,0.0,654,627,95.87155963,,,,,,,0.0,bfi2,percentiles,,percentiles,0.0,1,0.8043951130132456
yellowsnow3000,,,,,,m,,,us,,percentiles,9.0,78.0,41.0,86.0,11.0,,1,,1.0,429,412,96.03729604,,north america,us,,,1.0,1.0,understand myself,percentiles,,percentiles,0.0,0,0.015651641648075303
yelpet,entp,0.0,1.0,1.0,1.0,m,18.0,5w4,,,percentiles,56.0,67.0,63.0,6.0,35.0,,1,,,390,388,99.48717949,,,,5.0,4.0,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.11710400002813065
yuzualsuspect,,,,,,,,,,,percentiles,71.0,71.0,3.0,20.0,99.0,,1,,,321,321,100.0,,,,,,,0.0,ipip120,percentiles,,percentiles,,1,0.989242355839261
zEaK47,intp,1.0,1.0,1.0,1.0,,25.0,,,,description,15.0,50.0,15.0,15.0,50.0,1.0,,,,4138,3816,92.21846303,,,,,,,0.0,ipip120,percentiles,,description,,0,0.0907941156873471
zeppelincheetah,,,,,,m,33.0,,us,nevada,description,50.0,85.0,15.0,15.0,85.0,1.0,,,,1590,1532,96.35220126,w,north america,us,,,1.0,1.0,understand myself,percentiles,,description,0.0,0,0.04275989927493185
zimzat,intj,1.0,1.0,1.0,0.0,m,28.0,,us,illinois,percentiles,34.0,50.0,87.0,6.0,82.0,,1,,,1624,1604,98.76847291,mw,north america,us,,,1.0,0.0,personality assessor,percentiles,,percentiles,0.0,0,0.06166387638451828
zookatron,intj,1.0,1.0,1.0,0.0,m,,,,,scores,45.0,35.0,96.0,0.0,63.0,,,1.0,1.0,384,377,98.17708333,,,,,,,1.0,ipip300,percentiles,,percentiles,0.0,0,0.02436869108881647
zugzwang_03,,,,,,f,,,,,percentiles,10.0,41.0,86.0,83.0,18.0,,,1.0,0.0,17168,17084,99.51071761,,,,,,,0.0,outofservice,percentiles,,percentiles,1.0,1,0.987512739145046
zuluthrone,,,,,,,,,,,percentiles,17.0,96.0,28.0,95.0,34.0,,1,,1.0,5097,4988,97.86148715,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.04808759502048705
zwelg,,,,,,,,,,,percentiles,39.0,89.0,91.0,80.0,3.0,,1,,1.0,2,2,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4196204576956728
zymmaster,intj,1.0,1.0,1.0,0.0,m,53.0,,,,percentiles,28.0,47.0,62.0,21.0,49.0,,,1.0,0.0,1920,1857,96.71875,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.0057155418302507295
zyzee,,,,,,,,,,,scores,88.0,78.0,31.0,75.0,10.0,,,1.0,1.0,132,108,81.81818182,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.07982117683589672
-yasu,,,,,,t,24.0,,,,scores,93.0,30.0,40.0,12.0,67.0,,,1.0,1.0,794,767,96.59949622,,,,,,,1.0,truity,percentiles,,scores,,1,0.9364050357498344
137288,,,,,,m,18.0,,canada,,scores,10.0,87.0,49.0,7.0,87.0,,,1.0,0.0,5393,5163,95.73521231,,north america,ca,,,1.0,0.0,truity,percentiles,,scores,0.0,0,0.12170020857994855
1fastman1,,,,,,m,19.0,,,,scores,70.0,42.0,28.0,57.0,51.0,,,1.0,0.0,25009,22098,88.36019033,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.039002531492658365
247sleepy,,,,,,f,20.0,,,,scores,58.0,69.0,5.0,24.0,11.0,,,1.0,0.0,2022,1990,98.41740851,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9193348087921546
5il3nc3r,,,,,,,,,canada,,scores,77.0,9.0,54.0,3.0,32.0,,,1.0,0.0,6656,6521,97.97175481,,north america,ca,,,1.0,0.0,truity,percentiles,,scores,,0,0.02254444008047061
64BitCoffee,istp,1.0,0.0,1.0,1.0,,,,philippines,,scores,9.0,50.0,70.0,8.0,40.0,,,1.0,1.0,142,87,61.26760563,,asia,ph,,,0.0,0.0,truity,percentiles,,scores,,0,0.1997235547297042
AKilesIN_46,,,,,,,,,,,description,3.0,74.0,4.0,6.0,92.0,1.0,,,1.0,19,15,78.94736842,,,,,,,1.0,truity,percentiles,,description,,0,0.3631906168353021
Abcmsaj,,,,,,m,25.0,,,,scores,81.0,61.0,60.0,66.0,79.0,,,1.0,1.0,4981,4741,95.18169042,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.13128688678390127
AbiRNormal,esfj,0.0,0.0,0.0,0.0,,38.0,,,,scores,41.0,74.0,35.0,80.0,3.0,,,1.0,0.0,121,112,92.56198347,,,,,,,0.0,truity,percentiles,,scores,,1,0.5856834269547035
Agentketter,,,,,,,,,,,scores,41.0,80.0,44.0,67.0,58.0,,,1.0,0.0,2064,1983,96.0755814,,,,,,,0.0,truity,percentiles,,scores,,0,0.0316893112695166
Aiichai,entp,0.0,1.0,1.0,1.0,f,22.0,,,,scores,26.0,,23.0,71.0,70.0,,,1.0,0.0,80,74,92.5,,,,,,,1.0,truity,percentiles,,scores,1.0,1,0.5406108845761338
AkumaRose,,,,,,,21.0,,,,scores,9.0,84.0,18.0,74.0,86.0,,,1.0,0.0,353,352,99.71671388,,,,,,,0.0,truity,percentiles,,scores,,0,0.01896067636827679
Alejor307,,,,,,,17.0,,,,scores,34.0,17.0,18.0,30.0,58.0,,,1.0,1.0,326,315,96.62576687,,,,,,,0.0,truity,percentiles,,scores,,0,0.41212731529118013
Aleksandra1128,,,,,,t,20.0,,,,scores,3.0,84.0,9.0,62.0,46.0,,,1.0,0.0,3469,3360,96.85788412,,,,,,,1.0,truity,percentiles,,scores,,1,0.8924872114974508
AliceKettle,,,,,,,,,,,scores,34.0,14.0,8.0,16.0,32.0,,,1.0,0.0,573,561,97.90575916,,,,,,,1.0,truity,percentiles,,scores,,1,0.9227354549722336
Altiondsols,,,,,,f,17.0,,,,scores,92.0,87.0,9.0,9.0,94.0,,,1.0,0.0,20162,19638,97.40105148,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.035289267660731836
AnPowerliftinMermaid,,,,,,f,33.0,,,,scores,24.0,74.0,61.0,6.0,25.0,,,1.0,0.0,2303,2227,96.69995658,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9523983147088344
AncientSwordRage,entp,0.0,1.0,1.0,1.0,,,,,,scores,56.0,38.0,8.0,66.0,4.0,,,1.0,0.0,7242,6780,93.62054681,,,,,,,1.0,truity,percentiles,,scores,,0,0.048741614354746624
AndroidYumi,,,,,,f,,,,,scores,29.0,40.0,6.0,7.0,98.0,,,1.0,0.0,1355,1332,98.30258303,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.4265223129694205
Animated_Imagination,,,,,,,20.0,,us,missouri,scores,89.0,74.0,79.0,73.0,48.0,,,1.0,0.0,2793,2721,97.42212675,mw,north america,us,,,1.0,1.0,truity,percentiles,,scores,,0,0.06495135743145414
Anon_Logic,istj,1.0,0.0,1.0,0.0,,,,,,scores,41.0,50.0,96.0,67.0,13.0,,,1.0,0.0,5716,5618,98.28551435,,,,,,,0.0,truity,percentiles,,scores,,0,0.009749059719584284
Aocast,estp,0.0,0.0,1.0,1.0,m,19.0,,,,scores,8.0,19.0,92.0,4.0,48.0,,,1.0,0.0,3271,3134,95.81167839,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.14948483368741095
Apollorashaad,,,,,,,,,,,scores,10.0,95.0,98.0,71.0,0.0,,,1.0,0.0,28,28,100.0,,,,,,,1.0,truity,percentiles,,scores,,0,0.1813707597134962
Arbiter7000,,,,,,,,,,,scores,0.0,13.0,20.0,27.0,2.0,,,1.0,1.0,33,31,93.93939394,,,,,,,1.0,truity,percentiles,,scores,,0,0.15075881399335628
ArceusBlitz,,,,,,f,20.0,,us,california,scores,29.0,40.0,6.0,8.0,73.0,,,1.0,0.0,1889,1785,94.49444150000001,w,north america,us,,,1.0,0.0,truity,percentiles,,scores,1.0,1,0.5643452855366421
Ardenbas,,,,,,m,,,,,scores,86.0,92.0,8.0,18.0,82.0,,,1.0,0.0,176,168,95.45454545,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.2075844323594941
AuraofLight1,infj,1.0,1.0,0.0,0.0,m,22.0,,,,scores,29.0,84.0,46.0,12.0,46.0,,,1.0,0.0,557,538,96.58886894,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.10478385102391853
Autodidact420,intp,1.0,1.0,1.0,1.0,,19.0,,,,scores,84.0,93.0,16.0,62.0,13.0,,,1.0,0.0,23756,22731,95.68530056,,,,,,,1.0,truity,percentiles,,scores,,0,0.025218758668510723
Avosia,enfp,0.0,1.0,0.0,1.0,f,28.0,,,,scores,86.0,69.0,39.0,70.0,67.0,,,1.0,1.0,1021,991,97.06170421,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9824002625102
BJabs,,,,,,,,,,,scores,17.0,19.0,90.0,54.0,7.0,,,1.0,0.0,5215,4992,95.72387344,,,,,,,0.0,truity,percentiles,,scores,,0,0.002798324581769129
Baxter0402,,,,,,f,23.0,,,,scores,15.0,61.0,7.0,16.0,93.0,,,1.0,0.0,5131,5048,98.3823816,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.03941468929568975
Bendariaku89,,,,,,,,,philippines,,scores,9.0,69.0,23.0,59.0,80.0,,,1.0,1.0,27,24,88.88888889,,asia,ph,,,0.0,0.0,truity,percentiles,,scores,,0,0.06455175375669563
BlackBourgeoisBat,intj,1.0,1.0,1.0,0.0,f,14.0,,,,scores,10.0,54.0,73.0,22.0,14.0,,,1.0,1.0,730,661,90.54794521,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.7231999123812596
Black_Elements,,,,,,,,,,,scores,6.0,19.0,35.0,10.0,80.0,,,1.0,0.0,5492,5463,99.47195921,,,,,,,0.0,truity,percentiles,,scores,,0,0.011481562888798359
BlatantTRPThrowaway,,,,,,,,,,,scores,51.0,96.0,54.0,73.0,1.0,,,1.0,0.0,107,107,100.0,,,,,,,1.0,truity,percentiles,,scores,,0,0.2757532256446669
Bliss86,,,,,,,28.0,,germany,,scores,70.0,34.0,18.0,58.0,9.0,,,1.0,0.0,5715,5487,96.01049869,,europe,de,,,0.0,1.0,truity,percentiles,,scores,,0,0.014112033644076856
Blitz179,,,,,,,,,,,scores,93.0,34.0,9.0,15.0,75.0,,,1.0,0.0,6548,6245,95.37263286,,,,,,,0.0,truity,percentiles,,scores,,0,0.2200508936249045
BlueEyezzz,,,,,,m,29.0,,,,scores,24.0,80.0,21.0,18.0,22.0,,,1.0,0.0,565,532,94.15929204,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.09590184332324908
BlyOdlare,,,,,,,,,,,scores,15.0,84.0,39.0,22.0,54.0,,,1.0,0.0,68,45,66.17647059,,,,,,,0.0,truity,percentiles,,scores,,0,0.0436272585467928
Bobowo12,istp,1.0,0.0,1.0,1.0,f,,,poland,,scores,4.0,54.0,15.0,12.0,8.0,,,1.0,1.0,1260,1053,83.57142857,,europe,pl,,,0.0,0.0,truity,percentiles,,scores,1.0,0,0.03045594695927398
BonaFideNubbin,,,,,,f,31.0,,,,description,89.0,92.0,35.0,2.0,92.0,1.0,,,,1607,1605,99.87554449,,,,,,,1.0,truity,percentiles,,description,1.0,0,0.4918546215324677
Bonch_and_Clyde,,,,,,m,29.0,,us,louisana,scores,55.0,84.0,43.0,0.0,58.0,,,1.0,1.0,4253,4202,98.80084646,,north america,us,,,1.0,0.0,truity,percentiles,,scores,0.0,0,0.05005819502024601
Brewer_Matt,intp,1.0,1.0,1.0,1.0,m,32.0,,,,scores,77.0,,82.0,30.0,19.0,,,1.0,0.0,3185,3124,98.08477237,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.307959986843204
BrokenGlassSparkling,,,,,,,,,,,scores,74.0,37.0,84.0,17.0,27.0,,,1.0,0.0,5712,5375,94.10014006,,,,,,,0.0,truity,percentiles,,scores,,0,0.4463488687792955
BubblesAndSass,infj,1.0,1.0,0.0,0.0,f,32.0,1w2,,,scores,91.0,84.0,80.0,74.0,25.0,,,1.0,0.0,5127,4927,96.09908328,,,,1.0,2.0,,0.0,truity,percentiles,,scores,1.0,1,0.8185566489694918
BubolKawaiiFace,istp,1.0,0.0,1.0,1.0,,,,,,scores,19.0,8.0,20.0,4.0,30.0,,,1.0,1.0,222,164,73.87387387,,,,,,,0.0,truity,percentiles,,scores,,1,0.7818716985658127
BurnedOutInAJar,infp,1.0,1.0,0.0,1.0,,25.0,4w5,,,scores,70.0,96.0,15.0,37.0,80.0,,,1.0,0.0,3359,3262,97.11223578,,,,4.0,5.0,,0.0,truity,percentiles,,scores,,1,0.5695750151872325
CLEMENTZ_,intp,1.0,1.0,1.0,1.0,m,23.0,,,,scores,26.0,96.0,4.0,6.0,43.0,,,1.0,1.0,643,631,98.13374806,,,,,,,0.0,truity,percentiles,a,scores,0.0,0,0.4964623172435711
C_a_t_h_a_r_s_i_s,,,,,,,,,,,scores,45.0,64.0,13.0,22.0,90.0,,,1.0,1.0,14,14,100.0,,,,,,,0.0,truity,percentiles,,scores,,1,0.6119538947697588
Calstifer,,,,,,,,,,,scores,54.0,54.0,71.0,86.0,86.0,,,1.0,1.0,609,587,96.38752053,,,,,,,1.0,truity,percentiles,,scores,,0,0.038263091309932634
Captain_Clover,,,,,,,,,,,scores,40.0,96.0,29.0,24.0,25.0,,,1.0,0.0,1131,1107,97.87798408,,,,,,,1.0,truity,percentiles,,scores,,0,0.09946797698493094
Captain_ZachSparrow,,,,,,m,19.0,,,,scores,81.0,88.0,40.0,93.0,1.0,,,1.0,0.0,257,194,75.48638132,,,,,,,1.0,truity,percentiles,,scores,0.0,1,0.5076655421466532
CaymanFifth,isfj,1.0,0.0,0.0,0.0,f,25.0,,us,new york,scores,58.0,8.0,18.0,4.0,94.0,,,1.0,0.0,852,841,98.70892019,ne,north america,us,,,1.0,1.0,truity,percentiles,,scores,1.0,1,0.8641510144738339
CelestelRain,,,,,,,21.0,,,,scores,45.0,84.0,7.0,5.0,80.0,,,1.0,1.0,781,771,98.71959027,,,,,,,0.0,truity,percentiles,,scores,,1,0.9610085450491356
CharlesofValois,,,,,,,,,,,scores,34.0,26.0,80.0,22.0,19.0,,,1.0,0.0,97,89,91.75257732,,,,,,,1.0,truity,percentiles,,scores,,0,0.09428471101776134
CharmingArsenal,,,,,,,,,,,scores,23.0,64.0,9.0,5.0,94.0,,,1.0,1.0,625,622,99.52,,,,,,,0.0,truity,percentiles,,scores,,0,0.04593276014874205
Chevsapher,,,,,,m,21.0,,,,scores,60.0,64.0,60.0,19.0,97.0,,,1.0,0.0,2821,2698,95.63984403,,,,,,,0.0,truity,percentiles,,scores,0.0,0,0.21885959426140664
Cipher_Zaabiz,,,,,,,31.0,,germany,,scores,4.0,61.0,25.0,30.0,54.0,,,1.0,0.0,2800,2660,95.0,,europe,de,,,0.0,0.0,truity,percentiles,,scores,,0,0.07675824731011588
Claided,,,,,,,,,,,scores,65.0,92.0,9.0,82.0,44.0,,,1.0,0.0,82,76,92.68292683,,,,,,,0.0,truity,percentiles,,scores,,0,0.2707590481628658
CleanDevelopment,istp,1.0,0.0,1.0,1.0,,,,,,scores,9.0,30.0,8.0,49.0,27.0,,,1.0,1.0,21,19,90.47619048,,,,,,,0.0,truity,percentiles,,scores,,0,0.2547735016119477
ClockworkAnd,,,,,,f,25.0,,,,scores,70.0,90.0,1.0,72.0,73.0,,,1.0,0.0,796,727,91.33165829,,,,,,,0.0,truity,percentiles,,scores,1.0,1,0.9896416720371686
ClutchHunter,,,,,,,20.0,,uk,,scores,62.0,9.0,22.0,7.0,35.0,,,1.0,0.0,19620,19275,98.24159021,,europe,gb,,,1.0,1.0,truity,percentiles,,scores,,0,0.013962854478828144
ColinTheWicked,entp,0.0,1.0,1.0,1.0,,,,,,scores,8.0,92.0,6.0,82.0,10.0,,,1.0,0.0,891,816,91.58249158,,,,,,,1.0,truity,percentiles,,scores,,0,0.17564384333077332
CoolGuySteve,,,,,,,,,,,scores,10.0,92.0,1.0,54.0,1.0,,,1.0,0.0,516,513,99.41860465,,,,,,,1.0,truity,percentiles,,scores,,0,0.005446402431473181
CoriOreo,intp,1.0,1.0,1.0,1.0,f,,,,,scores,11.0,88.0,41.0,10.0,40.0,,,1.0,0.0,1723,1660,96.34358677,,,,,,,1.0,truity,percentiles,,scores,1.0,0,0.19842196640861248
Corspin,intj,1.0,1.0,1.0,0.0,m,,,,,scores,3.0,87.0,94.0,9.0,7.0,,,1.0,0.0,375,367,97.86666667,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.05922273067811916
CptHomer,,,,,,,,,denmark,,scores,34.0,50.0,49.0,51.0,7.0,,,1.0,1.0,1148,1001,87.19512195,,europe,dk,,,0.0,0.0,truity,percentiles,,scores,,0,0.009313624020275664
CrateredMoon,infj,1.0,1.0,0.0,0.0,,,,,,scores,10.0,78.0,16.0,30.0,36.0,,,1.0,0.0,1946,1930,99.17780062,,,,,,,1.0,truity,percentiles,,scores,,0,0.017040446008483617
CrimsonSmear,,,,,,,40.0,,,,scores,77.0,80.0,8.0,8.0,44.0,,,1.0,0.0,5382,5345,99.31252323,,,,,,,1.0,truity,percentiles,,scores,,0,0.040349136130222084
Crups,intp,1.0,1.0,1.0,1.0,,,5w4,,,scores,41.0,84.0,6.0,24.0,64.0,,,1.0,1.0,530,516,97.35849057,,,,5.0,4.0,,0.0,truity,percentiles,,scores,,0,0.2673587096346384
CrushHazard,,,,,,,35.0,,,,scores,7.0,45.0,9.0,80.0,3.0,,,1.0,0.0,15447,15253,98.7440927,,,,,,,1.0,truity,percentiles,,scores,,0,0.020003868426186202
Crysicia,intp,1.0,1.0,1.0,1.0,,,,,,scores,19.0,54.0,9.0,0.0,87.0,,,1.0,1.0,54,48,88.88888889,,,,,,,0.0,truity,percentiles,,scores,,0,0.032936087592732685
D3SX,,,,,,m,,,,,scores,17.0,44.0,18.0,18.0,13.0,,,1.0,0.0,1606,1440,89.6637609,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.11713059790333707
DakotaRayne,intp,1.0,1.0,1.0,1.0,m,17.0,5w4,,,scores,19.0,64.0,13.0,24.0,46.0,,,1.0,1.0,3002,2870,95.60293138,,,,5.0,4.0,,0.0,truity,percentiles,,scores,0.0,0,0.4005169207904316
Danny1994m,,,,,,,22.0,,,,scores,20.0,30.0,15.0,38.0,25.0,,,1.0,0.0,8317,6861,82.49368763,,,,,,,1.0,truity,percentiles,,scores,,0,0.03885277664753279
Darkee33,,,,,,,,,us,california,scores,6.0,84.0,9.0,18.0,93.0,,,1.0,0.0,705,692,98.15602837,w,north america,us,,,1.0,0.0,truity,percentiles,,scores,,0,0.04216168653314768
DarthHedonist,,,,,,,,,us,massachusetts,description,89.0,74.0,,6.0,92.0,1.0,,,,980,972,99.18367347,ne,north america,us,,,1.0,1.0,truity,percentiles,,description,,0,0.034454574487411946
DarthSunshine,,,,,,f,14.0,,,,scores,17.0,30.0,20.0,14.0,67.0,,,1.0,1.0,2962,2670,90.14179608,,,,,,,0.0,truity,percentiles,,scores,1.0,0,0.1857201756448244
Deadpanpancakes,,,,,,,,,,,scores,0.0,3.0,75.0,67.0,1.0,,,1.0,0.0,707,685,96.88826025,,,,,,,1.0,truity,percentiles,,scores,,0,0.27468101840424264
DeeMI5I0,entj,0.0,1.0,1.0,0.0,f,20.0,,,,scores,24.0,68.0,96.0,58.0,63.0,,,1.0,0.0,19307,16610,86.03097322,,,,,,,1.0,truity,percentiles,,scores,1.0,0,0.2772732733609183
Denasmee,infj,1.0,1.0,0.0,0.0,f,27.0,2w1,,,scores,89.0,74.0,54.0,70.0,63.0,,,1.0,1.0,374,331,88.5026738,,,,2.0,1.0,,0.0,truity,percentiles,,scores,1.0,1,0.9909351229246558
Descending_,intj,1.0,1.0,1.0,0.0,f,19.0,5w4,,,scores,29.0,61.0,44.0,35.0,16.0,,,1.0,0.0,893,879,98.43225084,,,,5.0,4.0,,0.0,truity,percentiles,,scores,1.0,1,0.6334047947997201
DialMforMuffins,intp,1.0,1.0,1.0,1.0,,,,,,description,89.0,74.0,92.0,46.0,5.0,1.0,,,,271,239,88.19188192,,,,,,,1.0,truity,percentiles,,description,,1,0.8385453767548313
DinosaurusRex_,,,,,,,,,,,scores,85.0,50.0,29.0,5.0,85.0,,,1.0,0.0,1582,1331,84.13400759,,,,,,,1.0,truity,percentiles,,scores,,0,0.11221340429514524
Disrupturous,intp,1.0,1.0,1.0,1.0,m,28.0,,us,,description,1.0,92.0,1.0,18.0,97.0,1.0,,,,29153,28243,96.87853737,,north america,us,,,1.0,1.0,truity,percentiles,,description,0.0,0,0.1320707297874125
DivinePetal,,,,,,,,,,,scores,34.0,6.0,54.0,5.0,,,,1.0,0.0,12,12,100.0,,,,,,,0.0,truity,percentiles,,scores,,0,0.2033180912718293
Djzongreethesecond,entp,0.0,1.0,1.0,1.0,t,16.0,4w5,us,,scores,8.0,45.0,6.0,59.0,92.0,,,1.0,0.0,9394,8882,94.54971258,,north america,us,4.0,5.0,1.0,1.0,truity,percentiles,,scores,,0,0.003778841041357315
DomCaboose,,,,,,,26.0,,us,,scores,96.0,50.0,96.0,94.0,22.0,,,1.0,0.0,20929,20503,97.9645468,,north america,us,,,1.0,0.0,truity,percentiles,,scores,,0,0.02955531006925318
DontForceMe,,,,,,m,28.0,,,,scores,0.0,7.0,98.0,5.0,13.0,,,1.0,0.0,1887,1868,98.99311076,,,,,,,1.0,truity,percentiles,,scores,0.0,0,0.2137895592237405
DrIGGI,intp,1.0,1.0,1.0,1.0,,22.0,,austria,,scores,77.0,74.0,6.0,1.0,67.0,,,1.0,1.0,456,408,89.47368421,,europe,at,,,0.0,0.0,truity,percentiles,,scores,,0,0.012556300232936394
